                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 5.9997,                  2.966,                 3.7074,                      0,                      0,                      0,                      0,                 6.7885,                 4.0492,                 4.1764,             0.00026931,             0.00026931,             0.00026931
                     18,                 5.1638,                 2.9163,                 3.8919,                      0,                      0,                      0,                      0,                 6.7885,                 4.0492,                 4.1764,             0.00028278,             0.00028278,             0.00028278
                     19,                  4.743,                  2.419,                 3.8436,                      0,                      0,                      0,                      0,                 6.7897,                  4.056,                 4.1816,             0.00029585,             0.00029585,             0.00029585
                     20,                 5.3451,                 2.7476,                  3.716,                      0,                      0,                      0,                      0,                 6.7897,                  4.056,                 4.1816,             0.00030852,             0.00030852,             0.00030852
                     21,                 5.1257,                 2.4851,                 3.6349,                      0,                      0,                      0,                      0,                 6.7911,                 4.0638,                 4.1878,              0.0003208,              0.0003208,              0.0003208
                     22,                 4.9442,                 2.3377,                 3.5974,                      0,                      0,                      0,                      0,                 6.7911,                 4.0638,                 4.1878,             0.00033268,             0.00033268,             0.00033268
                     23,                 5.9103,                 2.8913,                 3.3041,                      0,                      0,                      0,                      0,                 6.7927,                 4.0733,                 4.1955,             0.00034417,             0.00034417,             0.00034417
                     24,                 5.2649,                 2.3909,                 3.3711,                      0,                      0,                      0,                      0,                 6.7927,                 4.0733,                 4.1955,             0.00035526,             0.00035526,             0.00035526
                     25,                 4.9158,                 2.2576,                 3.5401,                      0,                      0,                      0,                      0,                 6.7946,                 4.0833,                 4.2038,             0.00036595,             0.00036595,             0.00036595
                     26,                   4.83,                 2.4911,                 3.5748,                      0,                      0,                      0,                      0,                 6.7946,                 4.0833,                 4.2038,             0.00037625,             0.00037625,             0.00037625
                     27,                 4.7433,                 2.5586,                 3.4563,                      0,                      0,                      0,                      0,                 6.7966,                 4.0944,                 4.2132,             0.00038615,             0.00038615,             0.00038615
                     28,                 4.9636,                 2.1893,                 3.3493,                      0,                      0,                      0,                      0,                 6.7966,                 4.0944,                 4.2132,             0.00039566,             0.00039566,             0.00039566
                     29,                 4.4978,                 2.2651,                 3.6812,                      0,                      0,                      0,                      0,                  6.799,                 4.1075,                 4.2243,             0.00040477,             0.00040477,             0.00040477
                     30,                 4.0316,                 2.0851,                 3.5555,                      0,                      0,                      0,                      0,                  6.799,                 4.1075,                 4.2243,             0.00041348,             0.00041348,             0.00041348
                     31,                 4.2374,                 2.0831,                 3.3655,                      0,                      0,                      0,                      0,                 6.8015,                 4.1212,                 4.2357,              0.0004218,              0.0004218,              0.0004218
                     32,                 4.5955,                 2.0775,                 3.3268,                      0,                      0,                      0,                      0,                 6.8015,                 4.1212,                 4.2357,             0.00042972,             0.00042972,             0.00042972
                     33,                 3.6659,                 1.8435,                 3.5009,                      0,                      0,                      0,                      0,                 6.8044,                 4.1376,                 4.2494,             0.00043725,             0.00043725,             0.00043725
                     34,                  4.092,                 2.7248,                 3.7531,                      0,                      0,                      0,                      0,                 6.8044,                 4.1376,                 4.2494,             0.00044438,             0.00044438,             0.00044438
                     35,                 4.3915,                 1.9902,                 3.1719,                      0,                      0,                      0,                      0,                 6.8071,                 4.1533,                 4.2629,             0.00045111,             0.00045111,             0.00045111
                     36,                 4.1475,                 1.8799,                  3.299,                      0,                      0,                      0,                      0,                 6.8071,                 4.1533,                 4.2629,             0.00045745,             0.00045745,             0.00045745
                     37,                 4.1774,                 1.7799,                 3.0139,                      0,                      0,                      0,                      0,                 6.8099,                 4.1703,                 4.2771,             0.00046339,             0.00046339,             0.00046339
                     38,                 4.4504,                  1.765,                 2.7874,                      0,                      0,                      0,                      0,                 6.8099,                 4.1703,                 4.2771,             0.00046894,             0.00046894,             0.00046894
                     39,                 3.4926,                 1.7646,                 3.3162,                      0,                      0,                      0,                      0,                 6.8127,                  4.187,                 4.2915,             0.00047409,             0.00047409,             0.00047409
                     40,                 4.1649,                 1.8823,                  3.237,                      0,                      0,                      0,                      0,                 6.8127,                  4.187,                 4.2915,             0.00047884,             0.00047884,             0.00047884
                     41,                 3.9337,                 1.7339,                 2.9582,                      0,                      0,                      0,                      0,                 6.8155,                 4.2045,                 4.3064,              0.0004832,              0.0004832,              0.0004832
                     42,                 3.4239,                 1.5722,                 3.0686,                      0,                      0,                      0,                      0,                 6.8155,                 4.2045,                 4.3064,             0.00048716,             0.00048716,             0.00048716
                     43,                 3.8526,                 1.7668,                 3.3178,                      0,                      0,                      0,                      0,                 6.8181,                  4.221,                 4.3204,             0.00049073,             0.00049073,             0.00049073
                     44,                 3.7347,                 1.7369,                 3.1964,                      0,                      0,                      0,                      0,                 6.8181,                  4.221,                 4.3204,              0.0004939,              0.0004939,              0.0004939
                     45,                 3.5088,                 1.5548,                 2.8618,                      0,                      0,                      0,                      0,                 6.8203,                 4.2334,                 4.3328,             0.00049667,             0.00049667,             0.00049667
                     46,                 3.5364,                 1.7185,                 3.1659,                      0,                      0,                      0,                      0,                 6.8203,                 4.2334,                 4.3328,             0.00049905,             0.00049905,             0.00049905
                     47,                 3.7382,                 1.6201,                 2.9213,                      0,                      0,                      0,                      0,                 6.8221,                 4.2412,                 4.3433,             0.00050103,             0.00050103,             0.00050103
                     48,                 3.3038,                 1.6128,                 2.9931,                      0,                      0,                      0,                      0,                 6.8221,                 4.2412,                 4.3433,             0.00050262,             0.00050262,             0.00050262
                     49,                 3.9138,                  1.533,                 2.5851,                      0,                      0,                      0,                      0,                 6.8236,                 4.2449,                 4.3517,             0.00050381,             0.00050381,             0.00050381
                     50,                 3.5914,                 1.6469,                 3.0624,                      0,                      0,                      0,                      0,                 6.8236,                 4.2449,                 4.3517,              0.0005046,              0.0005046,              0.0005046
                     51,                 3.5335,                 1.5738,                 2.8975,                      0,                      0,                      0,                      0,                 6.8248,                 4.2443,                 4.3589,               0.000505,               0.000505,               0.000505
                     52,                 3.1528,                 1.4047,                 2.5997,                      0,                      0,                      0,                      0,                 6.8248,                 4.2443,                 4.3589,               0.000505,               0.000505,               0.000505
                     53,                 3.1908,                 1.6851,                 2.9997,                      0,                      0,                      0,                      0,                 6.8248,                 4.2443,                 4.3589,             0.00050461,             0.00050461,             0.00050461
                     54,                 3.7181,                 1.6336,                 2.8622,                      0,                      0,                      0,                      0,                  6.826,                 4.2443,                 4.3668,             0.00050382,             0.00050382,             0.00050382
                     55,                 3.5225,                 1.7615,                 3.1858,                      0,                      0,                      0,                      0,                  6.826,                 4.2443,                 4.3668,             0.00050263,             0.00050263,             0.00050263
                     56,                 3.0331,                 1.6135,                 3.0035,                      0,                      0,                      0,                      0,                  6.826,                 4.2443,                 4.3668,             0.00050105,             0.00050105,             0.00050105
                     57,                 3.3251,                 1.4786,                 2.7429,                      0,                      0,                      0,                      0,                 6.8272,                 4.2423,                 4.3746,             0.00049907,             0.00049907,             0.00049907
                     58,                   3.47,                 1.5779,                 2.9236,                      0,                      0,                      0,                      0,                 6.8272,                 4.2423,                 4.3746,              0.0004967,              0.0004967,              0.0004967
                     59,                 3.5241,                 1.5108,                 2.5949,                      0,                      0,                      0,                      0,                 6.8272,                 4.2423,                 4.3746,             0.00049393,             0.00049393,             0.00049393
                     60,                  3.325,                 1.4597,                 2.6161,                      0,                      0,                      0,                      0,                 6.8289,                 4.2471,                 4.3864,             0.00049076,             0.00049076,             0.00049076
                     61,                 3.2405,                 1.4955,                  2.788,                      0,                      0,                      0,                      0,                 6.8289,                 4.2471,                 4.3864,              0.0004872,              0.0004872,              0.0004872
                     62,                 3.4662,                 1.4252,                 2.4629,                      0,                      0,                      0,                      0,                 6.8289,                 4.2471,                 4.3864,             0.00048324,             0.00048324,             0.00048324
                     63,                 3.1197,                 1.3379,                 2.3999,                      0,                      0,                      0,                      0,                 6.8319,                 4.2652,                 4.4066,             0.00047889,             0.00047889,             0.00047889
                     64,                 3.1624,                 1.4251,                 2.5366,                      0,                      0,                      0,                      0,                 6.8319,                 4.2652,                 4.4066,             0.00047414,             0.00047414,             0.00047414
                     65,                 3.1743,                 1.4162,                 2.5633,                      0,                      0,                      0,                      0,                 6.8319,                 4.2652,                 4.4066,             0.00046899,             0.00046899,             0.00046899
                     66,                 3.1084,                 1.3285,                 2.4566,                      0,                      0,                      0,                      0,                 6.8355,                  4.291,                 4.4312,             0.00046345,             0.00046345,             0.00046345
                     67,                 4.1831,                 1.4715,                 2.3316,                      0,                      0,                      0,                      0,                 6.8355,                  4.291,                 4.4312,             0.00045751,             0.00045751,             0.00045751
                     68,                 3.0521,                 1.5035,                 2.6165,                      0,                      0,                      0,                      0,                 6.8355,                  4.291,                 4.4312,             0.00045118,             0.00045118,             0.00045118
                     69,                 3.6827,                 1.5551,                 2.6622,                      0,                      0,                      0,                      0,                 6.8386,                 4.3139,                 4.4537,             0.00044445,             0.00044445,             0.00044445
                     70,                 3.0327,                 1.2926,                 2.4887,                      0,                      0,                      0,                      0,                 6.8386,                 4.3139,                 4.4537,             0.00043732,             0.00043732,             0.00043732
                     71,                 3.5145,                 1.5214,                 2.4639,                      0,                      0,                      0,                      0,                 6.8386,                 4.3139,                 4.4537,              0.0004298,              0.0004298,              0.0004298
                     72,                 3.8745,                 1.6117,                 2.5436,                      0,                      0,                      0,                      0,                 6.8418,                 4.3441,                 4.4775,             0.00042188,             0.00042188,             0.00042188
                     73,                 3.1705,                  1.419,                 2.5749,                      0,                      0,                      0,                      0,                 6.8418,                 4.3441,                 4.4775,             0.00041357,             0.00041357,             0.00041357
                     74,                 3.4227,                 1.3044,                 2.3749,                      0,                      0,                      0,                      0,                 6.8418,                 4.3441,                 4.4775,             0.00040486,             0.00040486,             0.00040486
                     75,                 2.8909,                 1.3117,                 2.4394,                      0,                      0,                      0,                      0,                 6.8453,                  4.376,                 4.5025,             0.00039575,             0.00039575,             0.00039575
                     76,                  3.063,                 1.2948,                 2.3969,                      0,                      0,                      0,                      0,                 6.8453,                  4.376,                 4.5025,             0.00038625,             0.00038625,             0.00038625
                     77,                 3.9433,                 1.4225,                 2.2069,                      0,                      0,                      0,                      0,                 6.8453,                  4.376,                 4.5025,             0.00037635,             0.00037635,             0.00037635
                     78,                   2.96,                 1.3078,                 2.3009,                      0,                      0,                      0,                      0,                 6.8491,                 4.4102,                 4.5313,             0.00036606,             0.00036606,             0.00036606
                     79,                 3.3992,                 1.4445,                 2.6225,                      0,                      0,                      0,                      0,                 6.8491,                 4.4102,                 4.5313,             0.00035537,             0.00035537,             0.00035537
                     80,                 3.6862,                 1.3301,                 2.1455,                      0,                      0,                      0,                      0,                 6.8491,                 4.4102,                 4.5313,             0.00034428,             0.00034428,             0.00034428
                     81,                 2.9005,                 1.2155,                 2.2625,                      0,                      0,                      0,                      0,                 6.8515,                 4.4262,                 4.5487,              0.0003328,              0.0003328,              0.0003328
                     82,                 3.6804,                  1.424,                 2.3524,                      0,                      0,                      0,                      0,                 6.8515,                 4.4262,                 4.5487,             0.00032092,             0.00032092,             0.00032092
                     83,                 2.8801,                 1.2697,                 2.2646,                      0,                      0,                      0,                      0,                 6.8515,                 4.4262,                 4.5487,             0.00030865,             0.00030865,             0.00030865
                     84,                 2.7968,                 1.3515,                 2.5364,                      0,                      0,                      0,                      0,                 6.8529,                 4.4331,                 4.5596,             0.00029598,             0.00029598,             0.00029598
                     85,                 3.0848,                 1.4205,                 2.5779,                      0,                      0,                      0,                      0,                 6.8529,                 4.4331,                 4.5596,             0.00028291,             0.00028291,             0.00028291
                     86,                 4.0359,                 1.4614,                 2.1406,                      0,                      0,                      0,                      0,                 6.8529,                 4.4331,                 4.5596,             0.00026945,             0.00026945,             0.00026945
                     87,                 3.3161,                 1.3213,                 2.3794,                      0,                      0,                      0,                      0,                 6.8529,                 4.4331,                 4.5596,             0.00025559,             0.00025559,             0.00025559
                     88,                 3.1022,                  1.299,                 2.3751,                      0,                      0,                      0,                      0,                 6.8539,                 4.4457,                 4.5666,             0.00024134,             0.00024134,             0.00024134
                     89,                 4.3101,                 1.6608,                 2.6814,                      0,                      0,                      0,                      0,                 6.8539,                 4.4457,                 4.5666,             0.00022669,             0.00022669,             0.00022669
                     90,                 3.2651,                 1.2719,                 2.1001,                      0,                      0,                      0,                      0,                 6.8539,                 4.4457,                 4.5666,             0.00021164,             0.00021164,             0.00021164
                     91,                 3.3121,                 1.3862,                 2.4868,                      0,                      0,                      0,                      0,                 6.8539,                 4.4457,                 4.5666,              0.0001962,              0.0001962,              0.0001962
                     92,                 2.8155,                  1.259,                 2.2621,                      0,                      0,                      0,                      0,                 6.8544,                 4.4499,                 4.5693,             0.00018036,             0.00018036,             0.00018036
                     93,                 2.8745,                  1.233,                 2.0904,                      0,                      0,                      0,                      0,                 6.8544,                 4.4499,                 4.5693,             0.00016413,             0.00016413,             0.00016413
                     94,                 3.0221,                 1.4235,                 2.7228,                      0,                      0,                      0,                      0,                 6.8544,                 4.4499,                 4.5693,              0.0001475,              0.0001475,              0.0001475
                     95,                 2.8227,                 1.2757,                 2.5026,                      0,                      0,                      0,                      0,                 6.8544,                 4.4499,                 4.5693,             0.00013047,             0.00013047,             0.00013047
                     96,                 2.8241,                 1.2892,                 2.5745,                      0,                      0,                      0,                      0,                  6.854,                 4.4514,                 4.5656,             0.00011305,             0.00011305,             0.00011305
                     97,                 2.7883,                 1.2805,                 2.4975,                      0,                      0,                      0,                      0,                  6.854,                 4.4514,                 4.5656,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                  2.767,                 1.2226,                 2.4032,                      0,                      0,                      0,                      0,                  6.854,                 4.4514,                 4.5656,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                 2.8821,                 1.3405,                 2.4729,                      0,                      0,                      0,                      0,                  6.854,                 4.4514,                 4.5656,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                 2.7684,                 1.3812,                  2.577,                      0,                      0,                      0,                      0,                 6.8537,                  4.457,                 4.5622,             3.9402e-05,             3.9402e-05,             3.9402e-05
