                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 3.1645,                 1.1865,                 2.1507,                      0,                      0,                      0,                      0,                 6.8486,                 4.3244,                 4.4926,             0.00019604,             0.00019604,             0.00019604
                     13,                 3.4451,                 1.2525,                 2.1809,                      0,                      0,                      0,                      0,                 6.8483,                  4.313,                 4.4847,             0.00021149,             0.00021149,             0.00021149
                     14,                 2.8628,                  1.338,                 2.3855,                      0,                      0,                      0,                      0,                 6.8482,                 4.3188,                 4.4802,             0.00022654,             0.00022654,             0.00022654
                     15,                 3.4005,                 1.3822,                 2.1227,                      0,                      0,                      0,                      0,                  6.849,                 4.3465,                 4.4826,             0.00024119,             0.00024119,             0.00024119
                     16,                 2.8181,                 1.1634,                 2.1672,                      0,                      0,                      0,                      0,                 6.8495,                 4.3543,                 4.4851,             0.00025545,             0.00025545,             0.00025545
                     17,                 2.7916,                 1.2125,                 2.1395,                      0,                      0,                      0,                      0,                 6.8497,                  4.338,                 4.4855,             0.00026931,             0.00026931,             0.00026931
                     18,                 3.0108,                  1.463,                 2.3706,                      0,                      0,                      0,                      0,                 6.8497,                  4.338,                 4.4855,             0.00028278,             0.00028278,             0.00028278
                     19,                 2.8228,                 1.7149,                 2.6044,                      0,                      0,                      0,                      0,                 6.8491,                 4.3349,                 4.4829,             0.00029585,             0.00029585,             0.00029585
                     20,                 3.2392,                 1.2881,                 2.1808,                      0,                      0,                      0,                      0,                 6.8491,                 4.3349,                 4.4829,             0.00030852,             0.00030852,             0.00030852
                     21,                 2.8125,                 1.4815,                   2.44,                      0,                      0,                      0,                      0,                 6.8482,                 4.3127,                 4.4784,              0.0003208,              0.0003208,              0.0003208
                     22,                 2.6398,                 1.2603,                 2.2125,                      0,                      0,                      0,                      0,                 6.8482,                 4.3127,                 4.4784,             0.00033268,             0.00033268,             0.00033268
                     23,                 2.6913,                 1.1046,                 1.8308,                      0,                      0,                      0,                      0,                 6.8475,                 4.2806,                 4.4744,             0.00034417,             0.00034417,             0.00034417
                     24,                 2.7239,                 1.2029,                 2.0014,                      0,                      0,                      0,                      0,                 6.8475,                 4.2806,                 4.4744,             0.00035526,             0.00035526,             0.00035526
                     25,                  2.961,                 1.3148,                 2.3468,                      0,                      0,                      0,                      0,                 6.8457,                 4.2587,                 4.4634,             0.00036595,             0.00036595,             0.00036595
                     26,                 3.4136,                 1.3243,                  2.131,                      0,                      0,                      0,                      0,                 6.8457,                 4.2587,                 4.4634,             0.00037625,             0.00037625,             0.00037625
                     27,                 3.1577,                  1.266,                 2.1012,                      0,                      0,                      0,                      0,                 6.8429,                 4.2706,                 4.4432,             0.00038615,             0.00038615,             0.00038615
                     28,                 3.0478,                 1.1779,                 1.9478,                      0,                      0,                      0,                      0,                 6.8429,                 4.2706,                 4.4432,             0.00039566,             0.00039566,             0.00039566
                     29,                 3.3447,                  1.285,                  2.166,                      0,                      0,                      0,                      0,                 6.8349,                 4.2456,                 4.4009,             0.00040477,             0.00040477,             0.00040477
                     30,                  3.013,                 1.3339,                 2.2068,                      0,                      0,                      0,                      0,                 6.8349,                 4.2456,                 4.4009,             0.00041348,             0.00041348,             0.00041348
                     31,                 3.0956,                 1.2476,                 2.0309,                      0,                      0,                      0,                      0,                 6.8151,                 4.1658,                 4.3283,              0.0004218,              0.0004218,              0.0004218
                     32,                 3.3015,                 1.1872,                 2.0072,                      0,                      0,                      0,                      0,                 6.8151,                 4.1658,                 4.3283,             0.00042972,             0.00042972,             0.00042972
                     33,                 2.5505,                 1.2857,                 2.3735,                      0,                      0,                      0,                      0,                 6.7485,                 4.0175,                 4.2011,             0.00043725,             0.00043725,             0.00043725
                     34,                 3.2788,                 1.9965,                 2.6427,                      0,                      0,                      0,                      0,                 6.7485,                 4.0175,                 4.2011,             0.00044438,             0.00044438,             0.00044438
                     35,                    2.8,                 1.1566,                 1.9244,                      0,                      0,                      0,                      0,                 6.4863,                 3.7359,                 3.9805,             0.00045111,             0.00045111,             0.00045111
                     36,                 2.6432,                 1.1086,                 2.0133,                      0,                      0,                      0,                      0,                 6.4863,                 3.7359,                 3.9805,             0.00045745,             0.00045745,             0.00045745
                     37,                  2.633,                 1.0879,                 1.8691,                0.24544,                0.02857,                0.01413,                0.00283,                 6.2004,                 3.4647,                 3.7882,             0.00046339,             0.00046339,             0.00046339
                     38,                 2.7971,                 1.0615,                 1.7577,                0.24544,                0.02857,                0.01413,                0.00283,                 6.2004,                 3.4647,                 3.7882,             0.00046894,             0.00046894,             0.00046894
                     39,                 2.6129,                 1.2417,                 2.1303,                0.74469,                0.08389,                0.06833,                0.01082,                 5.8254,                 3.1547,                 3.5634,             0.00047409,             0.00047409,             0.00047409
                     40,                 3.0726,                 1.2091,                    2.1,                0.74469,                0.08389,                0.06833,                0.01082,                 5.8254,                 3.1547,                 3.5634,             0.00047884,             0.00047884,             0.00047884
                     41,                 2.6544,                  1.154,                 1.8948,                0.53139,                0.08571,                0.11461,                0.02254,                   5.34,                 2.8123,                 3.3038,              0.0004832,              0.0004832,              0.0004832
                     42,                 2.4978,                 1.1347,                 2.0382,                0.53139,                0.08571,                0.11461,                0.02254,                   5.34,                 2.8123,                 3.3038,             0.00048716,             0.00048716,             0.00048716
                     43,                 2.9339,                 1.2458,                 2.1879,                0.60442,                0.17143,                0.19069,                0.03895,                 4.6519,                  2.395,                 3.0124,             0.00049073,             0.00049073,             0.00049073
                     44,                 3.1661,                 1.2824,                 2.1493,                0.60442,                0.17143,                0.19069,                0.03895,                 4.6519,                  2.395,                 3.0124,              0.0004939,              0.0004939,              0.0004939
                     45,                 2.4954,                 1.1185,                  1.984,                0.63929,                0.25714,                0.22526,                0.05322,                 4.2172,                 2.0607,                 2.7606,             0.00049667,             0.00049667,             0.00049667
                     46,                 2.7752,                 1.2505,                 2.1808,                0.63929,                0.25714,                0.22526,                0.05322,                 4.2172,                 2.0607,                 2.7606,             0.00049905,             0.00049905,             0.00049905
                     47,                 2.6382,                 1.1111,                 1.9208,                0.50157,                0.31429,                0.20059,                0.04798,                 3.7403,                 1.7558,                 2.5907,             0.00050103,             0.00050103,             0.00050103
                     48,                 2.5015,                  1.181,                 2.1221,                0.50157,                0.31429,                0.20059,                0.04798,                 3.7403,                 1.7558,                 2.5907,             0.00050262,             0.00050262,             0.00050262
                     49,                 2.8113,                 1.0914,                 1.7353,                0.49495,                0.45714,                0.28585,                0.07638,                 3.4009,                  1.574,                 2.5131,             0.00050381,             0.00050381,             0.00050381
                     50,                 2.6819,                 1.1608,                  2.176,                0.49495,                0.45714,                0.28585,                0.07638,                 3.4009,                  1.574,                 2.5131,              0.0005046,              0.0005046,              0.0005046
                     51,                 2.7339,                 1.1481,                 2.0147,                0.45643,                0.50399,                0.30351,                0.07284,                 3.2774,                 1.4387,                 2.4202,               0.000505,               0.000505,               0.000505
                     52,                 2.2778,                 1.0591,                 1.8562,                0.45643,                0.50399,                0.30351,                0.07284,                 3.2774,                 1.4387,                 2.4202,               0.000505,               0.000505,               0.000505
                     53,                 2.5884,                 1.3491,                 2.2563,                0.45643,                0.50399,                0.30351,                0.07284,                 3.2774,                 1.4387,                 2.4202,             0.00050461,             0.00050461,             0.00050461
                     54,                 2.7862,                 1.1798,                 1.9878,                0.49672,                0.51429,                0.37478,                0.08549,                  3.202,                  1.405,                 2.3658,             0.00050382,             0.00050382,             0.00050382
                     55,                 2.9307,                 1.3387,                 2.3754,                0.49672,                0.51429,                0.37478,                0.08549,                  3.202,                  1.405,                 2.3658,             0.00050263,             0.00050263,             0.00050263
                     56,                 2.5276,                 1.4361,                   2.33,                0.49672,                0.51429,                0.37478,                0.08549,                  3.202,                  1.405,                 2.3658,             0.00050105,             0.00050105,             0.00050105
                     57,                 2.4867,                  1.133,                 1.9804,                 0.3525,                0.57143,                  0.396,                0.09316,                 3.0217,                 1.3865,                 2.2797,             0.00049907,             0.00049907,             0.00049907
                     58,                 2.7302,                 1.2039,                 2.1127,                 0.3525,                0.57143,                  0.396,                0.09316,                 3.0217,                 1.3865,                 2.2797,              0.0004967,              0.0004967,              0.0004967
                     59,                 2.9387,                 1.1574,                 1.9319,                 0.3525,                0.57143,                  0.396,                0.09316,                 3.0217,                 1.3865,                 2.2797,             0.00049393,             0.00049393,             0.00049393
                     60,                 2.3253,                 1.0346,                 1.8843,                0.73822,                0.57143,                0.60702,                 0.1283,                  2.946,                 1.3455,                 2.2348,             0.00049076,             0.00049076,             0.00049076
                     61,                 2.5405,                 1.2678,                 2.1298,                0.73822,                0.57143,                0.60702,                 0.1283,                  2.946,                 1.3455,                 2.2348,              0.0004872,              0.0004872,              0.0004872
                     62,                 2.5717,                 1.0103,                 1.8128,                0.73822,                0.57143,                0.60702,                 0.1283,                  2.946,                 1.3455,                 2.2348,             0.00048324,             0.00048324,             0.00048324
                     63,                 2.2535,                0.98666,                 1.7689,                0.71932,                    0.6,                0.66579,                0.17189,                 2.8123,                 1.3111,                 2.1754,             0.00047889,             0.00047889,             0.00047889
                     64,                 2.4979,                 1.2055,                 1.9006,                0.71932,                    0.6,                0.66579,                0.17189,                 2.8123,                 1.3111,                 2.1754,             0.00047414,             0.00047414,             0.00047414
                     65,                 2.5215,                 1.0976,                 1.8676,                0.71932,                    0.6,                0.66579,                0.17189,                 2.8123,                 1.3111,                 2.1754,             0.00046899,             0.00046899,             0.00046899
                     66,                 2.3938,                 1.0828,                 1.8528,                0.71858,                    0.6,                0.63931,                0.19739,                 2.6777,                 1.2557,                 2.0901,             0.00046345,             0.00046345,             0.00046345
                     67,                 3.5965,                 1.1852,                 1.7904,                0.71858,                    0.6,                0.63931,                0.19739,                 2.6777,                 1.2557,                 2.0901,             0.00045751,             0.00045751,             0.00045751
                     68,                 2.3823,                 1.1633,                 2.0206,                0.71858,                    0.6,                0.63931,                0.19739,                 2.6777,                 1.2557,                 2.0901,             0.00045118,             0.00045118,             0.00045118
                     69,                 2.7714,                 1.1595,                  1.966,                 0.7076,                0.68571,                0.68473,                0.19698,                 2.6322,                 1.2326,                 2.0648,             0.00044445,             0.00044445,             0.00044445
                     70,                 2.3459,                 1.0785,                 1.9134,                 0.7076,                0.68571,                0.68473,                0.19698,                 2.6322,                 1.2326,                 2.0648,             0.00043732,             0.00043732,             0.00043732
                     71,                 3.0473,                 1.1721,                 1.9077,                 0.7076,                0.68571,                0.68473,                0.19698,                 2.6322,                 1.2326,                 2.0648,              0.0004298,              0.0004298,              0.0004298
                     72,                 3.1417,                 1.2188,                 1.8945,                 0.7583,                    0.6,                0.69431,                0.21314,                 2.5855,                 1.1881,                 2.0467,             0.00042188,             0.00042188,             0.00042188
                     73,                 2.5193,                 1.1348,                 1.9341,                 0.7583,                    0.6,                0.69431,                0.21314,                 2.5855,                 1.1881,                 2.0467,             0.00041357,             0.00041357,             0.00041357
                     74,                 2.4993,                 1.0185,                 1.8083,                 0.7583,                    0.6,                0.69431,                0.21314,                 2.5855,                 1.1881,                 2.0467,             0.00040486,             0.00040486,             0.00040486
                     75,                 2.3502,                  1.116,                 1.9406,                0.76397,                0.68571,                0.73238,                0.24098,                 2.5536,                 1.1571,                 2.0272,             0.00039575,             0.00039575,             0.00039575
                     76,                 2.5109,                 1.0475,                 1.9106,                0.76397,                0.68571,                0.73238,                0.24098,                 2.5536,                 1.1571,                 2.0272,             0.00038625,             0.00038625,             0.00038625
                     77,                 3.0881,                 1.1144,                 1.6986,                0.76397,                0.68571,                0.73238,                0.24098,                 2.5536,                 1.1571,                 2.0272,             0.00037635,             0.00037635,             0.00037635
                     78,                 2.3677,                 1.0996,                 1.8244,                0.70852,                0.69469,                 0.7365,                 0.2524,                 2.5157,                 1.1345,                 2.0003,             0.00036606,             0.00036606,             0.00036606
                     79,                  2.684,                 1.1977,                 2.0114,                0.70852,                0.69469,                 0.7365,                 0.2524,                 2.5157,                 1.1345,                 2.0003,             0.00035537,             0.00035537,             0.00035537
                     80,                 3.0251,                 1.0689,                 1.7205,                0.70852,                0.69469,                 0.7365,                 0.2524,                 2.5157,                 1.1345,                 2.0003,             0.00034428,             0.00034428,             0.00034428
                     81,                  2.276,                 1.0348,                 1.8107,                 0.7322,                0.74286,                0.76446,                0.26191,                 2.5708,                 1.1382,                 1.9871,              0.0003328,              0.0003328,              0.0003328
                     82,                 3.0151,                 1.1067,                 1.8161,                 0.7322,                0.74286,                0.76446,                0.26191,                 2.5708,                 1.1382,                 1.9871,             0.00032092,             0.00032092,             0.00032092
                     83,                 2.2784,                 1.0353,                 1.8336,                 0.7322,                0.74286,                0.76446,                0.26191,                 2.5708,                 1.1382,                 1.9871,             0.00030865,             0.00030865,             0.00030865
                     84,                 2.3374,                 1.1349,                 2.0734,                0.76791,                0.71429,                0.80759,                0.25185,                 2.6483,                 1.1427,                 1.9947,             0.00029598,             0.00029598,             0.00029598
                     85,                 2.6986,                 1.1656,                 2.0314,                0.76791,                0.71429,                0.80759,                0.25185,                 2.6483,                 1.1427,                 1.9947,             0.00028291,             0.00028291,             0.00028291
                     86,                 3.4725,                 1.1914,                 1.7637,                0.76791,                0.71429,                0.80759,                0.25185,                 2.6483,                 1.1427,                 1.9947,             0.00026945,             0.00026945,             0.00026945
                     87,                 2.4979,                 1.0215,                 1.8164,                0.76791,                0.71429,                0.80759,                0.25185,                 2.6483,                 1.1427,                 1.9947,             0.00025559,             0.00025559,             0.00025559
                     88,                 2.3988,                 1.0346,                  1.854,                0.76394,                0.74286,                0.79041,                0.24629,                 2.6934,                 1.1289,                 1.9908,             0.00024134,             0.00024134,             0.00024134
                     89,                 3.6056,                 1.2647,                 2.0335,                0.76394,                0.74286,                0.79041,                0.24629,                 2.6934,                 1.1289,                 1.9908,             0.00022669,             0.00022669,             0.00022669
                     90,                 2.4627,                0.97471,                 1.6749,                0.76394,                0.74286,                0.79041,                0.24629,                 2.6934,                 1.1289,                 1.9908,             0.00021164,             0.00021164,             0.00021164
                     91,                 2.5843,                 1.1943,                 1.9132,                0.76394,                0.74286,                0.79041,                0.24629,                 2.6934,                 1.1289,                 1.9908,              0.0001962,              0.0001962,              0.0001962
                     92,                 2.2659,                  1.035,                 1.8435,                0.86445,                0.77143,                0.80458,                0.25651,                 2.7001,                 1.1114,                 1.9716,             0.00018036,             0.00018036,             0.00018036
                     93,                 2.2058,                 0.9678,                 1.6846,                0.86445,                0.77143,                0.80458,                0.25651,                 2.7001,                 1.1114,                 1.9716,             0.00016413,             0.00016413,             0.00016413
                     94,                 2.5401,                 1.2268,                  2.209,                0.86445,                0.77143,                0.80458,                0.25651,                 2.7001,                 1.1114,                 1.9716,              0.0001475,              0.0001475,              0.0001475
                     95,                 2.2955,                 1.1389,                 2.0815,                0.86445,                0.77143,                0.80458,                0.25651,                 2.7001,                 1.1114,                 1.9716,             0.00013047,             0.00013047,             0.00013047
                     96,                 2.2972,                 1.1357,                 2.1075,                0.86795,                0.74286,                0.80713,                0.26175,                 2.6756,                 1.0941,                 1.9634,             0.00011305,             0.00011305,             0.00011305
                     97,                 2.2584,                 1.0882,                 2.0439,                0.86795,                0.74286,                0.80713,                0.26175,                 2.6756,                 1.0941,                 1.9634,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                 2.2318,                 1.0586,                 1.9623,                0.86795,                0.74286,                0.80713,                0.26175,                 2.6756,                 1.0941,                 1.9634,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                 2.3266,                 1.0961,                 2.0166,                0.86795,                0.74286,                0.80713,                0.26175,                 2.6756,                 1.0941,                 1.9634,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                 2.3174,                 1.1657,                  2.147,                0.87538,                0.74286,                0.80906,                0.26217,                 2.6592,                 1.0843,                 1.9608,             3.9402e-05,             3.9402e-05,             3.9402e-05
