                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 2.5645,                 1.4864,                 1.5432,                0.31697,                    0.2,                0.16838,                0.05406,                 3.1362,                 3.2626,                 3.3016,              0.0018284,              0.0018284,              0.0018284
                     29,                 2.5214,                 1.4547,                 1.5625,                0.27399,                0.17333,                0.13729,                0.04335,                 3.1412,                 3.1222,                  3.433,              0.0018218,              0.0018218,              0.0018218
                     30,                  2.618,                 1.5007,                 1.4762,                0.18242,                0.18667,                 0.1001,                0.03587,                 3.1047,                 3.0542,                 3.2956,              0.0018152,              0.0018152,              0.0018152
                     31,                 2.5927,                 1.4113,                 1.5508,                0.29891,                0.25014,                0.15459,                0.05597,                 3.0476,                 2.9008,                 3.1964,              0.0018086,              0.0018086,              0.0018086
                     32,                 2.5875,                 1.4491,                 1.5398,                 0.4609,                0.27333,                 0.2041,                0.06808,                 3.1672,                 2.8278,                 3.1331,               0.001802,               0.001802,               0.001802
                     33,                 2.5356,                 1.3859,                 1.4956,                0.30321,                0.24667,                0.17992,                0.05528,                 3.1136,                 2.8824,                 3.1376,              0.0017954,              0.0017954,              0.0017954
                     34,                 2.5599,                 1.4067,                 1.5498,                0.10643,                0.19333,                0.06329,                0.01999,                 3.2341,                 3.1422,                 3.3231,              0.0017888,              0.0017888,              0.0017888
                     35,                 2.5953,                 1.4162,                   1.49,                0.17068,                0.23333,                0.08688,                0.02893,                  3.149,                 3.2073,                   3.22,              0.0017822,              0.0017822,              0.0017822
                     36,                 2.4914,                 1.3521,                 1.5155,                0.51766,                0.22667,                 0.2154,                0.07813,                 3.0303,                 3.2929,                  2.972,              0.0017756,              0.0017756,              0.0017756
                     37,                 2.5174,                 1.3077,                 1.4594,                0.55658,                0.23333,                0.23278,                0.09111,                 3.0409,                 3.1579,                 2.9783,               0.001769,               0.001769,               0.001769
                     38,                 2.4907,                 1.3673,                 1.5134,                 0.5274,                0.24552,                0.24525,                0.07613,                 3.0746,                 2.9802,                 2.9634,              0.0017624,              0.0017624,              0.0017624
                     39,                   2.58,                 1.3524,                  1.492,                0.46695,                0.24667,                0.20896,                0.08198,                 3.0553,                 3.3254,                 3.0132,              0.0017558,              0.0017558,              0.0017558
                     40,                 2.4932,                 1.4028,                 1.5344,                0.26943,                0.26309,                0.15465,                0.04747,                 3.0671,                 3.1591,                 3.0036,              0.0017492,              0.0017492,              0.0017492
                     41,                 2.4681,                 1.3191,                 1.4502,                0.24552,                0.20667,                0.12503,                0.04373,                 3.0793,                 3.2884,                 2.9998,              0.0017426,              0.0017426,              0.0017426
                     42,                  2.474,                 1.3221,                 1.4595,                0.40003,                0.24667,                0.18727,                 0.0592,                 3.0047,                 3.0155,                 3.0036,               0.001736,               0.001736,               0.001736
                     43,                 2.4873,                 1.3049,                  1.425,                0.43987,                0.21333,                0.19721,                0.08085,                 3.0335,                 3.0846,                 3.1252,              0.0017294,              0.0017294,              0.0017294
                     44,                 2.5061,                 1.2762,                 1.3904,                0.45433,                0.23333,                0.21283,                0.07514,                 2.9382,                 3.0962,                 2.9906,              0.0017228,              0.0017228,              0.0017228
                     45,                 2.4139,                 1.2842,                 1.4892,                0.55328,                   0.28,                0.24802,                0.07462,                 3.0135,                 2.7802,                 3.0712,              0.0017162,              0.0017162,              0.0017162
                     46,                 2.4345,                 1.2223,                 1.4458,                0.35539,                0.26097,                0.16195,                0.05023,                 3.1557,                 3.2681,                 3.2364,              0.0017096,              0.0017096,              0.0017096
                     47,                 2.4711,                 1.2374,                  1.383,                0.38087,                   0.24,                 0.1914,                0.07033,                  3.038,                 3.0715,                 3.0741,               0.001703,               0.001703,               0.001703
                     48,                 2.4648,                 1.3034,                 1.4941,                0.41104,                0.25333,                0.19804,                0.07232,                 3.0203,                 3.0833,                 3.0452,              0.0016964,              0.0016964,              0.0016964
                     49,                 2.4216,                 1.3349,                 1.4467,                0.35725,                   0.26,                  0.187,                0.06924,                 3.0353,                 3.1804,                 3.1075,              0.0016898,              0.0016898,              0.0016898
                     50,                 2.4218,                 1.2962,                 1.4796,                0.25284,                   0.26,                0.09359,                0.02944,                 3.0419,                 3.4085,                 3.3647,              0.0016832,              0.0016832,              0.0016832
                     51,                 2.4521,                 1.2916,                 1.4719,                 0.2471,                   0.28,                0.09098,                0.02949,                 2.9867,                 5.0533,                  3.624,              0.0016766,              0.0016766,              0.0016766
                     52,                 2.4306,                 1.2783,                  1.448,                 0.2944,                0.27333,                0.10931,                0.03358,                 3.0415,                 3.3935,                 3.9839,                0.00167,                0.00167,                0.00167
                     53,                 2.3359,                 1.1769,                 1.3926,                 0.5085,                0.23333,                0.22965,                0.08503,                 3.0462,                 3.1302,                 3.8609,              0.0016634,              0.0016634,              0.0016634
                     54,                 2.3622,                 1.2275,                 1.4425,                0.54309,                0.23333,                0.24278,                0.08602,                 3.0204,                 3.0353,                 3.7066,              0.0016568,              0.0016568,              0.0016568
                     55,                 2.3958,                 1.2072,                 1.4225,                 0.7215,                0.24667,                0.27873,                0.09937,                 2.9868,                 2.9959,                 3.5698,              0.0016502,              0.0016502,              0.0016502
                     56,                  2.348,                 1.1859,                 1.4205,                  0.657,                   0.26,                0.29052,                0.09599,                 2.9846,                 2.6126,                 3.0192,              0.0016436,              0.0016436,              0.0016436
                     57,                 2.3621,                 1.1578,                 1.4066,                0.50827,                0.26876,                0.26029,                0.08876,                 3.0049,                 3.0393,                  2.996,               0.001637,               0.001637,               0.001637
                     58,                 2.4201,                 1.2325,                  1.438,                0.57165,                0.27333,                0.26145,                 0.0839,                 2.9885,                 2.8553,                 2.9619,              0.0016304,              0.0016304,              0.0016304
                     59,                 2.4043,                 1.1759,                 1.4368,                0.57633,                0.24667,                0.24656,                 0.1017,                  2.969,                 2.9205,                 3.0029,              0.0016238,              0.0016238,              0.0016238
                     60,                 2.3981,                  1.217,                 1.4133,                0.80848,                0.25328,                0.27399,                0.10562,                 2.8645,                 3.0894,                  2.909,              0.0016172,              0.0016172,              0.0016172
                     61,                 2.3684,                 1.1933,                 1.4002,                 0.6423,                0.23333,                0.23959,                0.09336,                 2.8795,                 3.2995,                 3.0707,              0.0016106,              0.0016106,              0.0016106
                     62,                 2.4049,                   1.17,                 1.3841,                0.58705,                   0.26,                0.25494,                0.09787,                 2.9058,                 2.9718,                 3.0591,               0.001604,               0.001604,               0.001604
                     63,                 2.3425,                  1.224,                 1.4213,                0.65265,                0.26667,                0.26841,                0.11125,                 2.8276,                 2.8758,                 2.8861,              0.0015974,              0.0015974,              0.0015974
                     64,                 2.3584,                  1.139,                 1.4079,                0.56127,                0.24667,                 0.2492,                0.09912,                 2.8792,                 3.0879,                 2.8649,              0.0015908,              0.0015908,              0.0015908
                     65,                 2.3964,                 1.2591,                 1.4434,                0.42931,                0.25579,                0.20027,                0.07442,                 2.9084,                  3.008,                 2.8689,              0.0015842,              0.0015842,              0.0015842
                     66,                 2.3567,                 1.1679,                 1.4035,                0.64277,                0.23333,                0.23147,                   0.08,                 2.8686,                 3.1721,                 2.9595,              0.0015776,              0.0015776,              0.0015776
                     67,                 2.3832,                 1.1892,                 1.3892,                 0.5472,                0.24667,                0.22422,                0.08501,                 2.9102,                  3.498,                 3.1332,               0.001571,               0.001571,               0.001571
                     68,                 2.3062,                 1.1441,                 1.3565,                 0.8264,                0.26667,                0.30795,                 0.1136,                 2.8938,                 2.7914,                 2.9482,              0.0015644,              0.0015644,              0.0015644
                     69,                 2.4049,                 1.1645,                 1.3852,                0.75126,                0.28191,                0.31007,                0.12161,                 2.9272,                 2.6452,                 2.9598,              0.0015578,              0.0015578,              0.0015578
                     70,                 2.3087,                 1.1251,                 1.3451,                0.59947,                0.29333,                0.27358,                0.11371,                 2.8337,                 2.7844,                 2.9223,              0.0015512,              0.0015512,              0.0015512
                     71,                 2.3027,                 1.1384,                 1.3632,                0.55253,                   0.26,                0.22631,                0.08866,                  2.928,                 3.0654,                 2.9001,              0.0015446,              0.0015446,              0.0015446
                     72,                 2.3164,                 1.1141,                  1.383,                0.56535,                0.33333,                0.32219,                0.10638,                 2.8937,                 2.6284,                 2.7371,               0.001538,               0.001538,               0.001538
                     73,                 2.3295,                  1.104,                 1.3995,                0.47759,                0.34667,                0.25181,                0.07877,                 2.8696,                 2.7793,                 2.7859,              0.0015314,              0.0015314,              0.0015314
                     74,                 2.2936,                 1.1283,                 1.3971,                0.45866,                0.33333,                0.25805,                0.07972,                 2.8868,                 2.7717,                  2.768,              0.0015248,              0.0015248,              0.0015248
                     75,                 2.3542,                 1.1179,                 1.3447,                0.27884,                0.26667,                0.14998,                0.04973,                 2.8748,                  3.348,                   2.75,              0.0015182,              0.0015182,              0.0015182
                     76,                 2.3249,                 1.1428,                 1.3987,                0.23677,                0.22667,                 0.1324,                0.04998,                  2.857,                 3.6335,                 2.7682,              0.0015116,              0.0015116,              0.0015116
                     77,                 2.3558,                   1.09,                 1.4082,                0.47298,                0.27333,                0.23416,                0.08818,                 2.8972,                  3.118,                  2.765,               0.001505,               0.001505,               0.001505
                     78,                 2.3778,                 1.1453,                 1.4132,                0.50887,                    0.3,                0.29762,                0.10636,                 2.8559,                 2.7736,                 2.7927,              0.0014984,              0.0014984,              0.0014984
                     79,                 2.3184,                 1.0994,                  1.335,                0.45432,                   0.28,                0.24651,                0.08972,                 2.8874,                 3.1988,                 2.8521,              0.0014918,              0.0014918,              0.0014918
                     80,                 2.2362,                 1.1402,                  1.363,                0.67612,                0.23333,                0.28517,                 0.1028,                 2.8353,                 3.6229,                 2.7342,              0.0014852,              0.0014852,              0.0014852
                     81,                 2.3233,                  1.128,                 1.3583,                0.54533,                   0.28,                0.27802,                0.09753,                 2.7908,                 3.1477,                 2.7403,              0.0014786,              0.0014786,              0.0014786
                     82,                 2.3189,                 1.1266,                 1.4034,                0.52649,                   0.28,                0.25384,                0.09587,                 2.8062,                 3.0482,                 2.8134,               0.001472,               0.001472,               0.001472
                     83,                 2.3112,                 1.1115,                 1.3925,                0.37933,                0.29333,                0.20214,                 0.0712,                  2.827,                 3.0615,                 2.8257,              0.0014654,              0.0014654,              0.0014654
                     84,                 2.2736,                 1.1093,                  1.419,                0.56637,                0.25333,                0.25064,                0.09249,                 2.8571,                 3.0149,                 2.7589,              0.0014588,              0.0014588,              0.0014588
                     85,                 2.3413,                 1.1125,                 1.3618,                0.56001,                   0.28,                0.26885,                0.09282,                 2.8359,                 3.0626,                 2.7433,              0.0014522,              0.0014522,              0.0014522
                     86,                 2.3049,                 1.1276,                 1.3603,                0.63041,                   0.26,                0.24821,                0.08286,                 2.8726,                 3.2449,                 2.7583,              0.0014456,              0.0014456,              0.0014456
                     87,                 2.2392,                 1.0952,                 1.3855,                0.73806,                0.25333,                0.28079,                0.10538,                  2.789,                 3.1412,                 2.7354,               0.001439,               0.001439,               0.001439
                     88,                 2.2803,                 1.0902,                 1.3633,                 0.8127,                0.31821,                0.33397,                0.11617,                 2.8561,                  3.111,                 2.8313,              0.0014324,              0.0014324,              0.0014324
                     89,                 2.2343,                  1.064,                 1.3451,                0.78019,                   0.32,                0.33803,                0.11099,                 2.8985,                 2.9995,                 2.8385,              0.0014258,              0.0014258,              0.0014258
                     90,                 2.2597,                 1.0815,                 1.3433,                0.57079,                0.27333,                  0.267,                0.09673,                 2.9641,                 3.0369,                 2.8884,              0.0014192,              0.0014192,              0.0014192
                     91,                 2.2587,                  1.076,                 1.3708,                0.43838,                0.24667,                0.22992,                0.08233,                 3.0417,                 2.8241,                 3.0525,              0.0014126,              0.0014126,              0.0014126
                     92,                 2.2539,                 1.0739,                 1.3622,                0.43232,                   0.26,                0.22779,                 0.0811,                 2.9919,                 2.7587,                 2.9282,               0.001406,               0.001406,               0.001406
                     93,                 2.3191,                 1.0694,                 1.3268,                0.43409,                0.25333,                0.20836,                0.08147,                  3.014,                 2.8815,                 2.8822,              0.0013994,              0.0013994,              0.0013994
                     94,                 2.1734,                 1.0526,                 1.3715,                0.46609,                0.26191,                0.20958,                0.07709,                 2.9238,                 3.0655,                 2.8549,              0.0013928,              0.0013928,              0.0013928
                     95,                 2.2264,                 1.0818,                 1.3674,                 0.5925,                   0.28,                0.25264,                0.08516,                 2.9554,                 3.0643,                 2.9045,              0.0013862,              0.0013862,              0.0013862
                     96,                 2.2301,                 1.0804,                 1.3531,                0.66185,                   0.24,                0.26527,                 0.0952,                 2.8928,                  3.235,                 2.8915,              0.0013796,              0.0013796,              0.0013796
                     97,                 2.2102,                 1.0723,                 1.3424,                0.66456,                0.26667,                0.28328,                 0.1135,                 2.8504,                 3.1242,                 2.8106,               0.001373,               0.001373,               0.001373
                     98,                 2.2609,                 1.1032,                  1.325,                0.68589,                0.25333,                 0.2662,                0.10923,                  2.799,                 3.1557,                 2.8129,              0.0013664,              0.0013664,              0.0013664
                     99,                 2.2477,                 1.0625,                 1.3388,                0.60572,                0.25333,                0.24106,                0.09244,                 2.8866,                 3.3539,                 2.8145,              0.0013598,              0.0013598,              0.0013598
                    100,                 2.2326,                 1.0541,                 1.3663,                0.62432,                0.24667,                0.26581,                0.08606,                 2.9573,                 3.0277,                 2.8324,              0.0013532,              0.0013532,              0.0013532
                    101,                 2.2375,                 1.0239,                 1.3183,                0.59452,                0.28349,                0.28822,                0.11428,                 2.8801,                 2.9166,                 2.7901,              0.0013466,              0.0013466,              0.0013466
                    102,                 2.2664,                 1.0729,                 1.3317,                0.62243,                0.28667,                0.28007,                0.10871,                 2.8145,                 3.3557,                 2.8112,                0.00134,                0.00134,                0.00134
                    103,                 2.2123,                 1.0603,                 1.3466,                0.59643,                0.26667,                0.25587,                0.09604,                  2.825,                 3.2997,                 2.8286,              0.0013334,              0.0013334,              0.0013334
                    104,                  2.186,                 1.0651,                  1.323,                0.55366,                    0.3,                0.26591,                 0.0988,                 2.8795,                 3.1185,                 2.8366,              0.0013268,              0.0013268,              0.0013268
                    105,                 2.2122,                 1.0157,                  1.314,                0.62012,                0.25333,                0.26563,                0.11644,                  2.847,                 3.1174,                 2.8168,              0.0013202,              0.0013202,              0.0013202
                    106,                 2.2858,                 1.0388,                 1.3598,                0.68925,                   0.26,                0.28098,                0.11216,                 2.8442,                  3.013,                 2.8013,              0.0013136,              0.0013136,              0.0013136
                    107,                 2.2267,                 1.0245,                 1.2983,                0.61797,                0.26667,                0.28103,                0.11176,                 2.8848,                  2.967,                 2.7906,               0.001307,               0.001307,               0.001307
                    108,                 2.1996,                 1.0221,                 1.3077,                0.59146,                0.28667,                0.27616,                0.10173,                 2.8747,                 3.0513,                 2.7908,              0.0013004,              0.0013004,              0.0013004
                    109,                 2.1982,                 1.0244,                 1.3232,                0.44433,                0.25333,                0.21051,                0.07673,                 2.8837,                 3.1814,                 2.8009,              0.0012938,              0.0012938,              0.0012938
                    110,                 2.1595,                 1.0136,                 1.3456,                0.66039,                   0.26,                0.27088,                0.10407,                 2.9635,                 3.0912,                 2.8161,              0.0012872,              0.0012872,              0.0012872
                    111,                 2.2231,                 1.0119,                 1.3212,                0.61059,                   0.24,                0.25978,                0.09763,                 2.9532,                 3.0206,                 2.7895,              0.0012806,              0.0012806,              0.0012806
                    112,                 2.2135,                  1.021,                 1.3872,                0.53267,                0.27333,                0.23903,                0.09023,                 2.9819,                  3.213,                 2.9139,               0.001274,               0.001274,               0.001274
                    113,                 2.1725,                 1.0228,                 1.3372,                0.64211,                   0.28,                 0.2708,                0.09742,                 2.9192,                 3.1511,                 2.8762,              0.0012674,              0.0012674,              0.0012674
                    114,                 2.2195,                 1.0249,                 1.3369,                0.69818,                0.27761,                0.28238,                 0.1017,                 2.8839,                  3.135,                 2.8523,              0.0012608,              0.0012608,              0.0012608
                    115,                 2.1245,                0.99592,                 1.3297,                0.64734,                0.28667,                0.27322,                0.09094,                 2.8915,                 3.0644,                 2.8282,              0.0012542,              0.0012542,              0.0012542
                    116,                 2.1903,                 1.0033,                 1.3094,                0.41627,                0.26667,                0.20474,                0.07541,                  2.965,                 3.3842,                 2.8442,              0.0012476,              0.0012476,              0.0012476
                    117,                 2.1366,                 0.9801,                 1.3744,                0.46872,                   0.28,                0.23199,                0.09367,                 2.9037,                 3.1652,                 2.8097,               0.001241,               0.001241,               0.001241
                    118,                 2.1801,                 1.0079,                 1.3652,                0.46145,                   0.28,                0.22919,                 0.0854,                 2.9259,                 3.2828,                 2.8353,              0.0012344,              0.0012344,              0.0012344
                    119,                 2.1877,                 1.0134,                 1.3304,                0.52761,                0.30667,                0.24689,                0.09333,                 2.9052,                 2.9319,                  2.858,              0.0012278,              0.0012278,              0.0012278
