                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 3.3559,                 2.0738,                 2.7963,                0.42902,                0.02353,                0.01987,                0.00418,                 5.1187,                 3.4012,                 4.0014,             0.00034417,             0.00034417,             0.00034417
                     24,                 3.2129,                 1.7595,                 2.6333,                0.42902,                0.02353,                0.01987,                0.00418,                 5.1187,                 3.4012,                 4.0014,             0.00035526,             0.00035526,             0.00035526
                     25,                 3.1555,                 1.6757,                 2.3338,                0.05136,                0.14118,                0.05105,                0.01051,                 4.7869,                 3.2424,                 3.8961,             0.00036595,             0.00036595,             0.00036595
                     26,                 3.2346,                 1.9255,                 2.5294,                0.05136,                0.14118,                0.05105,                0.01051,                 4.7869,                 3.2424,                 3.8961,             0.00037625,             0.00037625,             0.00037625
                     27,                 3.1075,                 1.6731,                 2.4803,                0.02467,                0.21765,                0.06857,                0.01492,                 4.4961,                 3.0803,                 3.7706,             0.00038615,             0.00038615,             0.00038615
                     28,                 3.0927,                 1.7644,                 2.6151,                0.02467,                0.21765,                0.06857,                0.01492,                 4.4961,                 3.0803,                 3.7706,             0.00039566,             0.00039566,             0.00039566
                     29,                 3.2957,                 1.8615,                 2.4603,                0.08043,                0.25294,                0.08354,                0.02068,                 4.0572,                 2.8387,                 3.6117,             0.00040477,             0.00040477,             0.00040477
                     30,                 2.9813,                 1.7591,                 2.5211,                0.08043,                0.25294,                0.08354,                0.02068,                 4.0572,                 2.8387,                 3.6117,             0.00041348,             0.00041348,             0.00041348
                     31,                 2.7565,                 1.8636,                  2.722,                0.26676,                0.17763,                0.10832,                0.02714,                 3.7727,                  2.629,                 3.4805,              0.0004218,              0.0004218,              0.0004218
                     32,                 3.0586,                      2,                 2.7064,                0.26676,                0.17763,                0.10832,                0.02714,                 3.7727,                  2.629,                 3.4805,             0.00042972,             0.00042972,             0.00042972
                     33,                  3.429,                 1.9175,                  2.426,                0.22837,                0.14706,                0.12716,                0.03376,                 3.5645,                 2.4787,                 3.3559,             0.00043725,             0.00043725,             0.00043725
                     34,                  2.934,                 1.7734,                 2.5827,                0.22837,                0.14706,                0.12716,                0.03376,                 3.5645,                 2.4787,                 3.3559,             0.00044438,             0.00044438,             0.00044438
                     35,                 3.1898,                 1.8388,                 2.4254,                0.21526,                0.19203,                 0.1289,                0.03421,                 3.4239,                 2.3413,                 3.2306,             0.00045111,             0.00045111,             0.00045111
                     36,                  3.283,                 1.6809,                 2.2922,                0.21526,                0.19203,                 0.1289,                0.03421,                 3.4239,                 2.3413,                 3.2306,             0.00045745,             0.00045745,             0.00045745
                     37,                 3.2718,                 2.0161,                 2.5881,                  0.242,                0.28358,                0.14287,                0.03978,                 3.3003,                 2.1848,                  3.117,             0.00046339,             0.00046339,             0.00046339
                     38,                 3.0213,                 1.7546,                 2.4049,                  0.242,                0.28358,                0.14287,                0.03978,                 3.3003,                 2.1848,                  3.117,             0.00046894,             0.00046894,             0.00046894
                     39,                  3.281,                 2.0207,                 2.6159,                0.23534,                0.29511,                0.17238,                0.04675,                 3.1926,                 2.0902,                 3.0372,             0.00047409,             0.00047409,             0.00047409
                     40,                 3.0471,                 1.7875,                 2.4371,                0.23534,                0.29511,                0.17238,                0.04675,                 3.1926,                 2.0902,                 3.0372,             0.00047884,             0.00047884,             0.00047884
                     41,                 2.8818,                 1.7426,                 2.3459,                0.25095,                0.34706,                0.18531,                0.05148,                 3.1313,                 1.9994,                 2.9493,              0.0004832,              0.0004832,              0.0004832
                     42,                 3.2551,                 1.8659,                 2.6251,                0.25095,                0.34706,                0.18531,                0.05148,                 3.1313,                 1.9994,                 2.9493,             0.00048716,             0.00048716,             0.00048716
                     43,                 3.1221,                 1.7473,                 2.3946,                0.26131,                0.37059,                 0.1961,                0.05321,                 3.1051,                 1.9494,                 2.9005,             0.00049073,             0.00049073,             0.00049073
                     44,                 3.1236,                 1.8046,                 2.4051,                0.26131,                0.37059,                 0.1961,                0.05321,                 3.1051,                 1.9494,                 2.9005,              0.0004939,              0.0004939,              0.0004939
                     45,                 2.8325,                 1.7579,                 2.5677,                0.26355,                0.39412,                0.21467,                0.05934,                 3.0504,                 1.8479,                 2.8452,             0.00049667,             0.00049667,             0.00049667
                     46,                  2.918,                 1.7691,                  2.483,                0.26355,                0.39412,                0.21467,                0.05934,                 3.0504,                 1.8479,                 2.8452,             0.00049905,             0.00049905,             0.00049905
                     47,                 3.1473,                 1.7578,                 2.4778,                0.28524,                    0.4,                0.24977,                0.06675,                 3.0111,                 1.8273,                 2.8007,             0.00050103,             0.00050103,             0.00050103
                     48,                 3.1318,                 1.8493,                 2.3817,                0.28524,                    0.4,                0.24977,                0.06675,                 3.0111,                 1.8273,                 2.8007,             0.00050262,             0.00050262,             0.00050262
                     49,                 3.0973,                 1.8188,                 2.6136,                0.31206,                0.40588,                0.27019,                0.07437,                 2.9694,                 1.7939,                 2.7651,             0.00050381,             0.00050381,             0.00050381
                     50,                 3.0996,                  1.889,                 2.4511,                0.31206,                0.40588,                0.27019,                0.07437,                 2.9694,                 1.7939,                 2.7651,              0.0005046,              0.0005046,              0.0005046
                     51,                   3.06,                 2.2269,                 2.5723,                0.35102,                0.41176,                0.31586,                0.08732,                 2.9498,                 1.7144,                 2.7487,               0.000505,               0.000505,               0.000505
                     52,                  3.001,                 1.5958,                 2.2298,                0.35102,                0.41176,                0.31586,                0.08732,                 2.9498,                 1.7144,                 2.7487,               0.000505,               0.000505,               0.000505
                     53,                 2.8971,                  1.664,                  2.276,                0.35102,                0.41176,                0.31586,                0.08732,                 2.9498,                 1.7144,                 2.7487,             0.00050461,             0.00050461,             0.00050461
                     54,                  2.862,                 1.7458,                 2.4703,                 0.4876,                0.37647,                0.37501,                0.09883,                 2.9404,                 1.6165,                 2.7452,             0.00050382,             0.00050382,             0.00050382
                     55,                  2.883,                   1.89,                 2.4658,                 0.4876,                0.37647,                0.37501,                0.09883,                 2.9404,                 1.6165,                 2.7452,             0.00050263,             0.00050263,             0.00050263
                     56,                 3.1803,                 1.6928,                 2.4107,                 0.4876,                0.37647,                0.37501,                0.09883,                 2.9404,                 1.6165,                 2.7452,             0.00050105,             0.00050105,             0.00050105
                     57,                 2.9532,                 1.7653,                 2.2652,                0.43471,                0.41765,                0.39065,                0.10773,                 2.9604,                 1.5343,                 2.7561,             0.00049907,             0.00049907,             0.00049907
                     58,                 2.8775,                 1.5691,                 2.0115,                0.43471,                0.41765,                0.39065,                0.10773,                 2.9604,                 1.5343,                 2.7561,              0.0004967,              0.0004967,              0.0004967
                     59,                 2.8524,                 1.7027,                 2.2792,                0.43471,                0.41765,                0.39065,                0.10773,                 2.9604,                 1.5343,                 2.7561,             0.00049393,             0.00049393,             0.00049393
                     60,                 3.0809,                 1.6335,                 2.0637,                0.42158,                0.42941,                0.38085,                0.10814,                 2.9602,                 1.5306,                 2.7267,             0.00049076,             0.00049076,             0.00049076
                     61,                 3.2027,                 1.9508,                 2.3594,                0.42158,                0.42941,                0.38085,                0.10814,                 2.9602,                 1.5306,                 2.7267,              0.0004872,              0.0004872,              0.0004872
                     62,                 3.0385,                 1.8157,                 2.3367,                0.42158,                0.42941,                0.38085,                0.10814,                 2.9602,                 1.5306,                 2.7267,             0.00048324,             0.00048324,             0.00048324
                     63,                 3.0383,                  1.716,                 2.2631,                0.42705,                0.44283,                  0.372,                0.10081,                 2.9209,                 1.5614,                 2.6806,             0.00047889,             0.00047889,             0.00047889
                     64,                 2.9877,                 1.6748,                 2.3747,                0.42705,                0.44283,                  0.372,                0.10081,                 2.9209,                 1.5614,                 2.6806,             0.00047414,             0.00047414,             0.00047414
                     65,                 3.1932,                 1.9232,                 2.4013,                0.42705,                0.44283,                  0.372,                0.10081,                 2.9209,                 1.5614,                 2.6806,             0.00046899,             0.00046899,             0.00046899
                     66,                  3.313,                 1.6277,                 2.1448,                0.37095,                0.44706,                0.32523,                0.08684,                 2.8882,                 1.6194,                  2.644,             0.00046345,             0.00046345,             0.00046345
                     67,                 2.7458,                 1.5657,                 2.1121,                0.37095,                0.44706,                0.32523,                0.08684,                 2.8882,                 1.6194,                  2.644,             0.00045751,             0.00045751,             0.00045751
                     68,                 3.0483,                 1.7723,                 2.3617,                0.37095,                0.44706,                0.32523,                0.08684,                 2.8882,                 1.6194,                  2.644,             0.00045118,             0.00045118,             0.00045118
                     69,                 2.8028,                 1.7029,                 2.2813,                0.41429,                0.42941,                0.33386,                0.09076,                 2.8713,                 1.6033,                  2.635,             0.00044445,             0.00044445,             0.00044445
                     70,                 2.7763,                 1.5859,                 2.1811,                0.41429,                0.42941,                0.33386,                0.09076,                 2.8713,                 1.6033,                  2.635,             0.00043732,             0.00043732,             0.00043732
                     71,                  3.079,                 1.5758,                 2.0474,                0.41429,                0.42941,                0.33386,                0.09076,                 2.8713,                 1.6033,                  2.635,              0.0004298,              0.0004298,              0.0004298
                     72,                 2.8035,                  1.548,                 2.0518,                0.44631,                0.44118,                0.37525,                0.10085,                 2.8787,                 1.5669,                 2.6437,             0.00042188,             0.00042188,             0.00042188
                     73,                 2.8219,                 1.5733,                 2.0868,                0.44631,                0.44118,                0.37525,                0.10085,                 2.8787,                 1.5669,                 2.6437,             0.00041357,             0.00041357,             0.00041357
                     74,                 2.8316,                  1.638,                  2.223,                0.44631,                0.44118,                0.37525,                0.10085,                 2.8787,                 1.5669,                 2.6437,             0.00040486,             0.00040486,             0.00040486
                     75,                 3.0472,                 2.0229,                 2.4803,                0.47883,                0.44118,                0.40963,                0.11048,                 2.8847,                 1.5357,                 2.6429,             0.00039575,             0.00039575,             0.00039575
                     76,                 2.9955,                 1.6462,                 2.2377,                0.47883,                0.44118,                0.40963,                0.11048,                 2.8847,                 1.5357,                 2.6429,             0.00038625,             0.00038625,             0.00038625
                     77,                 2.9482,                 1.6714,                 2.1784,                0.47883,                0.44118,                0.40963,                0.11048,                 2.8847,                 1.5357,                 2.6429,             0.00037635,             0.00037635,             0.00037635
                     78,                 2.8556,                 1.5261,                 2.1001,                0.49285,                0.45882,                0.41705,                0.11482,                  2.908,                 1.5326,                 2.6458,             0.00036606,             0.00036606,             0.00036606
                     79,                 2.7601,                 1.5961,                 2.1816,                0.49285,                0.45882,                0.41705,                0.11482,                  2.908,                 1.5326,                 2.6458,             0.00035537,             0.00035537,             0.00035537
                     80,                 2.8081,                 1.7734,                 2.3998,                0.49285,                0.45882,                0.41705,                0.11482,                  2.908,                 1.5326,                 2.6458,             0.00034428,             0.00034428,             0.00034428
                     81,                 2.9691,                 1.6441,                  2.155,                0.54521,                0.45133,                0.42859,                0.11901,                 2.8777,                 1.5349,                 2.6274,              0.0003328,              0.0003328,              0.0003328
                     82,                 3.0368,                 1.8017,                 2.2454,                0.54521,                0.45133,                0.42859,                0.11901,                 2.8777,                 1.5349,                 2.6274,             0.00032092,             0.00032092,             0.00032092
                     83,                 2.7887,                 1.4348,                 1.8821,                0.54521,                0.45133,                0.42859,                0.11901,                 2.8777,                 1.5349,                 2.6274,             0.00030865,             0.00030865,             0.00030865
                     84,                 3.0465,                 1.7311,                 2.1547,                0.53184,                0.41176,                 0.4238,                0.12933,                  2.839,                 1.5341,                 2.6044,             0.00029598,             0.00029598,             0.00029598
                     85,                 2.8607,                 1.7008,                 2.2787,                0.53184,                0.41176,                 0.4238,                0.12933,                  2.839,                 1.5341,                 2.6044,             0.00028291,             0.00028291,             0.00028291
                     86,                 2.8678,                 1.7484,                 2.3555,                0.53184,                0.41176,                 0.4238,                0.12933,                  2.839,                 1.5341,                 2.6044,             0.00026945,             0.00026945,             0.00026945
                     87,                 2.7713,                 1.6162,                 2.1361,                0.53184,                0.41176,                 0.4238,                0.12933,                  2.839,                 1.5341,                 2.6044,             0.00025559,             0.00025559,             0.00025559
                     88,                 2.9461,                  1.962,                 2.0866,                0.53267,                0.40588,                0.41164,                 0.1324,                 2.8047,                 1.5585,                 2.5844,             0.00024134,             0.00024134,             0.00024134
                     89,                 2.8891,                 1.5974,                 2.0474,                0.53267,                0.40588,                0.41164,                 0.1324,                 2.8047,                 1.5585,                 2.5844,             0.00022669,             0.00022669,             0.00022669
                     90,                  3.017,                    1.7,                 2.1053,                0.53267,                0.40588,                0.41164,                 0.1324,                 2.8047,                 1.5585,                 2.5844,             0.00021164,             0.00021164,             0.00021164
                     91,                 2.7797,                 1.6599,                 2.2405,                0.53267,                0.40588,                0.41164,                 0.1324,                 2.8047,                 1.5585,                 2.5844,              0.0001962,              0.0001962,              0.0001962
                     92,                 2.6965,                 1.6192,                 2.2196,                0.51534,                0.42353,                0.41276,                0.13346,                  2.798,                 1.5686,                 2.5748,             0.00018036,             0.00018036,             0.00018036
                     93,                 2.6624,                 1.6212,                 2.2392,                0.51534,                0.42353,                0.41276,                0.13346,                  2.798,                 1.5686,                 2.5748,             0.00016413,             0.00016413,             0.00016413
                     94,                 2.8201,                 1.7362,                 2.4895,                0.51534,                0.42353,                0.41276,                0.13346,                  2.798,                 1.5686,                 2.5748,              0.0001475,              0.0001475,              0.0001475
                     95,                 2.8716,                  1.721,                 2.2694,                0.51534,                0.42353,                0.41276,                0.13346,                  2.798,                 1.5686,                 2.5748,             0.00013047,             0.00013047,             0.00013047
                     96,                 2.7784,                 1.5202,                 1.8762,                0.50925,                0.42353,                0.40414,                0.13063,                 2.7845,                 1.5814,                 2.5589,             0.00011305,             0.00011305,             0.00011305
                     97,                 2.6869,                 1.6605,                  2.273,                0.50925,                0.42353,                0.40414,                0.13063,                 2.7845,                 1.5814,                 2.5589,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                 3.0525,                 1.7358,                 2.3188,                0.50925,                0.42353,                0.40414,                0.13063,                 2.7845,                 1.5814,                 2.5589,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                 2.6329,                 1.5277,                 2.0704,                0.50925,                0.42353,                0.40414,                0.13063,                 2.7845,                 1.5814,                 2.5589,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                 2.9823,                 1.6998,                 2.0904,                0.49968,                0.42353,                0.39726,                0.13113,                 2.7673,                  1.587,                 2.5462,             3.9402e-05,             3.9402e-05,             3.9402e-05
